103523578,202223732,103521234,103536074,103427540,102642689
203105089,202805299,101825794,100815270,201228670,103213859
202916821,202237428,202810748,100832131,200130504,100512466
103531519,203328315,203213256,202927364,200124855,103629758
203222173,201728409,200933398,103017755,103405340,103308419
103628722,103517180,103627201,103625439,103623447,103622901
202716479,200139681,201133370,202932485,203209974,100515663
203102067,200919658,203214288,202936844,202725067,200621794
202716814,200231380,200518668,100121912,203103788,101830411
200835232,200220428,201128958,200413870,202805996,100612885
103336311,203012434,201216589,202819297,202815372,102719520
202626036,203129265,202619541,203325114,203236163,103620094
201726611,200924095,202921745,202713536,200220085,102315432
103338227,200622619,200517425,202628294,102717542,200713973
203323265,203234436,203325662,202712081,203328149,203327924
203237524,203328163,103548398,103126877,103557469,103627955
103561025,203326872,203325953,103239600,103619224,103620763
203239996,203325173,201813773,203135307,203213306,103520858
103560840,203219822,103415541,202806907,103559265,103624186
103631696,203329225,203239028,202028051,100323608,103225703
203232287,202825929,203221450,200413830,200132670,100338589
202915940,202821047,202520111,200214251,202018126,202927035
103546948,203122621,202532441,203127161,203321545,103628847
202938433,203117853,203101195,203233585,202719909,103621077
203320843,200133520,202812634,103627817,103552094,103619038
203117457,202705035,200221022,103035639,102943940,102819426
203224856,103535488,103625825,103623555,103627850,103629717
203327348,103626414,200614771,200128781,203324255,103548298
203324382,203324039,203319811,203321180,103627491,103518903
203325775,203208957,103319408,202036510,103415114,103418522
203242999,201834687,202611533,103557698,102541581,103552094
103548314,203017867,203126653,103542562,101016059,103226441
203321930,203224687,203119279,203106536,203327269,103627427
203105276,203028310,201822518,201233918,203027583,202530077
203329656,103631987,203327862,203329681,200323175,103417898
103341309,203322628,203325496,203325891,203325100,103548760
201830815,100114525,201221954,200827712,100118202,101721886
203224124,203123466,103618763,203231233,202215306,203131908
202938690,203127428,103329693,103441427,103547768,102712056
203242776,202808111,203325389,203326697,200136789,203319382
203319579,103341168,203241405,103541263,103624723,103035333
103408143,202822016,202708589,202826330,203325159,203018531
103629766,203324251,203135902,203324664,103552705,103535127
202539893,202626343,202808646,202520400,102522627,100225332
103413767,101928769,203018904,201225486,202225644,101015846
