200823327,202725229,201325780,202716947,102132153,100819097
103415427,201530987,203236873,201021768,203119705,103217381
103545626,203224059,200334976,203224400,201217116,203131649
203240187,103553734,203237978,203229463,203231558,103546486
103536743,103551501,203115857,203239449,203237505,102425573
203232356,203230111,202723262,203134433,100219064,103423496
103546787,103522064,203231405,203238650,103546901,103517862
203110635,200404206,203236244,203225032,100437403,103554899
103007841,202936421,200213558,200121968,101030282,100825248
203237236,103542226,203018197,203137305,203030643,201515497
203229619,203219062,203006673,201919588,103330917,203119362
202422210,202528428,202603768,200322003,101252556,100206860
203238688,203235966,203227464,103529794,203236462,201522745
202317831,201712150,202818821,102835094,202410363,100119357
203232549,100135658,200229038,203223966,103545806,103545770
203235977,203226275,203015312,203213092,203232703,100930781
203235856,203234832,202425030,103205338,103549865,103337468
202411993,202917321,202602980,201517152,202934164,103526289
203240814,203234571,201522346,103553623,103558934,103542831
103028213,203214890,202936898,100718770,201438288,200726885
203242152,203234169,201524377,203015361,203233577,101616737
202703717,201714946,201124878,103024874,102422163,101525874
202235665,201516852,200732430,202315076,100122431,103542477
103558752,203240577,103556332,203240669,203240353,103557513
203139322,202336618,200533239,200527834,200120229,103132896
203237978,203228478,203229011,203225914,103529381,103547709
202540115,201017280,200138016,202518155,103306994,100117799
203129989,203220305,202702293,203031317,103526154,102915782
202726081,103330883,103551037,100618597,103549584,103543512
103520847,203017981,100217575,200138125,101445445,101443470
203234159,201221401,202416317,202026677,103032272,100225183
203005464,201028522,201128354,203113472,100716790,100615694
100940254,202041045,201616335,200716533,200523107,202409323
200413711,203134740,202224361,202719956,202119391,103404566
202538941,201012912,201320389,201720772,203207491,200328757
203239977,103557478,203206149,100435786,103423252,103557486
203110430,202542268,201933690,103332920,201616807,103214928
103410628,203028990,201822518,200722975,203215883,200713288
100616783,100209028,202215739,203008064,203104304,201014261
103332049,200120155,202117337,201816254,202702683,102704129
203214890,202926648,200827387,202937447,202541586,202801769
202825472,101259566,203231283,202333130,103119344,203218786
202338952,201722527,203013340,202919099,203018916,200712853
202040637,201122272,200135804,201025900,201133370,100428181
203212142,203124714,202939565,203027767,203231272,203219602
203236337,101023503,203238157,100622969,103555990,103552979
203226964,201518551,203231957,103535776,103557651,103545797
202808367,201820690,200212763,200327115,200323615,202528395
103219532,203231824,203128122,102914428,103550640,103527665
202937005,202536970,203017906,201516416,100124111,202604975
103335772,103432209,103526859,101505066,103017482,103526372
203240237,103552696,103557612,103557835,103421998,102939323
102119512,200329746,102835558,203215532,100509670,101110691
202615224,200124457,202122445,100333453,100319908,102836156
100122343,101031156,102423090,203232507,203238230,103220135
203031044,202533307,202119076,200121090,102032676,102407209
103542457,103135348,202134112,202721506,203231436,202334102
103432319,202825472,202721369,201131748,103431950,103403725
202137480,200713188,102926706,202128332,202540433,201529480
103554729,201227842,203222016,203240413,103230470,103553735
103036342,203116683,101826752,202429769,203132439,100114397
203218075,203118682,201929739,200724708,201616887,200619743
103017299,203238215,203229619,203216583,203027164,103527974
102304652,201128958,202704581,201217382,201026451,201029830
103561047,103559979,203218588,202617559,202029338,200833068
203234870,203115895,202413671,100928900,101458693,103226971
103558136,203234646,203234289,203241043,203241539,103554072
202939565,201717170,201228014,201328304,102324536,202814123
203210629,202414757,200139866,103201683,103445875,103019647
103552039,103527915,203127005,203238160,103548660,103552609
103437437,200525004,200326000,201934988,202624155,201924165
203121877,203112896,201018898,100131787,103559678,103559511
203218227,103522508,203231832,103540891,103543012,103557188
203239922,103306298,201812407,203237493,203238007,203234201
203134541,201026119,202120316,103560450,103550824,101106256
103557438,203221015,103531749,103546630,203212796,203232076
203105315,200722975,203136402,203130119,203115204,100119630
203233039,203228200,203236131,203138484,203237845,103558113
203236912,203214819,202938663,103111170,203241988,103122859
103231899,103552205,200818987,100426967,100509723,103307232
200922918,200421219,202606196,203126066,103127486,102642243
200327886,203133493,203206932,203231680,203228994,103542034
201517066,202529638,200214467,100231331,202627318,102520081
103530682,200727426,203218854,102934209,103445616,103557862
103560583,203238993,202716090,103560578,103555814,102522065
200225787,200137855,201028416,200220776,200419357,101444675
203240440,203239085,202035269,203217443,203240883,103134780
103322673,103540356,200823495,202411723,202929983,103402844
203236883,203216246,203136787,203106774,103555635,100320823
203235049,203228018,203209451,200926561,202818881,103541395
203116798,203109328,201122326,202721767,102925112,103446378
200322795,102716111,202418409,103210224,103401171,100531515
103557390,203232192,203222959,203136991,202540005,103557682
103526664,202334391,100834352,200125754,202720557,202418571
203240294,203237266,203241097,103432997,103559564,103339852
201425374,201934988,201220109,200214399,202926585,102131757
202320724,202319666,202322747,201711633,201925198,200336218
103524627,202541586,203020251,102619780,201131748,201716472
203226516,203205007,203123192,200729971,103430523,103524045
103519508,202124845,100114143,202715405,103125361,100616710
202722255,200520937,202324522,200623115,202425858,202929865
201512169,202536530,200614112,203231680,202818516,103127233
103555832,203212043,203239096,103414498,103558387,103552904
