202936440,200934452,201726460,203136555,202626704,103422676
203215365,203004517,203214808,200137073,202037775,100825848
203101614,202221087,101923613,200124233,103032765,203101302
103537618,103336461,202724275,103527090,103529263,103543512
203220248,203204463,203123786,202619769,100436074,100435506
203230579,201518175,203234825,202419289,203128621,103332671
201935761,200133459,201217382,200329590,100713343,103222374
203205004,202407260,100515450,201927257,201927230,202613461
203122823,202811474,200621399,203016062,203228883,103532908
102815475,200329599,202330899,203016441,103539559,100721607
203229589,203131700,203236034,103519837,203235294,203026535
200519047,102417856,202413404,202022372,202420443,100208730
202822016,101940778,200530299,201827315,203025789,103549086
203111272,202726931,203012886,202824408,203115129,203023847
103330050,203215745,200830703,203234357,202121722,202710075
203232959,203207104,203234221,203232768,202807408,103549072
100421168,201512407,202624797,200230525,200823389,201126789
202917750,200723785,200711671,201718870,101928261,102407209
202809671,201933736,201439273,203217558,202425826,102618571
203220975,200321544,203025166,203208749,201730292,102316814
203225401,200222638,202626799,203117718,202236262,103204445
203230713,202722191,202336452,203222128,202723543,103121016
103542457,203122461,102723438,100206839,203214910,200521557
101724942,202421043,201526968,101721872,202801779,202132301
203223223,203009116,203006586,201132511,203229234,203237683
103311100,203236828,203224301,203216501,203210967,102417325
202801027,202533905,102933266,203206488,103517853,103444791
103226738,202816083,202612771,203120823,103420868,103109816
203018689,203015717,202421043,101939019,101622515,101340613
203224840,203114702,102207635,202936208,103427159,103427845
203109880,203224367,202423480,203221330,100530283,102217763
200120277,100121828,200526770,202933669,200721536,103217306
202718709,200330705,202417528,202928074,203018916,200834630
203106672,202719819,200626346,203219334,103433873,102642700
203204833,202920549,103429381,103201709,103524147,102917592
203228626,103549731,103527692,103341296,103443326,102536040
203013590,202811509,202233436,203208436,203224177,100133362
103341168,203013454,203135937,100928900,103524111,103542012
203235805,103314459,102314125,103534709,102518094,103542623
203204163,202520869,103112334,202808827,201327778,203022066
203235790,203237253,200523107,203236515,201121129,100625464
202412807,202224129,203230020,203231184,102943159,103018928
103551637,203233568,203134524,103551625,100321225,103432352
203224666,203218022,103329644,203230342,103529028,103413236
203235374,203234735,203234618,203010418,202941415,100119407
103548604,203234870,203204086,202423138,100114200,103549324
103440512,103546226,203236322,103519123,103303099,103541736
203101293,203228039,202918389,202530908,202217095,103522851
203215363,202719525,200324216,202712708,203010824,103526708
103229149,202420462,202419090,200913773,102529704,103222593
203234901,203212162,203126920,203235981,203218888,102537069
203237607,203124629,101834584,102023308,103551596,102834300
201729614,200403958,202428981,100206894,202611397,100120143
203011970,202717342,103426774,202810208,103115490,100119312
203216973,203136647,203102567,201233046,203137718,101719394
203130486,202520111,202116747,200231390,201827194,202628238
100609092,202130744,202926617,201814797,100314652,102209531
203115997,201529673,203236034,203236808,201419446,103548628
203236857,203229560,203225198,203236796,103547627,102525089
202038765,201616335,201022745,202936464,103217464,103445057
